name,latitude,longitude,address,cuisine,opening_time,closing_time
Venus Bistro | Sri Steven's Corner,3.0721364,101.6730103,,indian,,
Joo Hing,3.0741425,101.6720635,,chinese,,
Kopitan Classic Penang Passion,3.0718312,101.6723664,,,,
Kenny Rogers Roasters,3.0548171,101.704264,,chicken,,
Eng Huat Kopitiam,3.0745679,101.6726819,,,,
JR Bistro,3.0435786,101.7064492,,arab,,
Oug Jade,3.0738573,101.6728013,,chinese,11:00,15:00
ICON KITCHEN,3.0599316,101.6734785,,,,
Xenri Japanese Cuisine,3.0855497,101.6708442,Jalan Klang Lama,japanese,,
Kedai Kopi Sing Kee,3.0862896,101.6724423,Jalan Klang Lama,chinese,,
Restoran Chong Heng,3.0863188,101.6730858,Jalan Klang Lama,chinese,,
Bidor Veggie Kitchen,3.0819821,101.6701513,,,,
Restoran LFF Seafood,3.080392,101.6707602,,chinese,,
Restoran Gasing Indah Tomyam,3.0881693,101.668316,,malay,,
Restoran Gegar,3.088421,101.6684622,,malay,,
Harisom Seafood,3.088449,101.6685462,,malay,,
Restoran Al-Ummi Al-Rahmah,3.0885468,101.6687142,,malay,,
مطعم نصف القمر,3.0314886,101.7072087,,,,
Sate Kajang Hj Samuri,3.0651179,101.6616036,,satay,11:00,00:15
Foong Lian Claypot Foods Cafe,3.0460507,101.7038775,15 Jalan SR 8/4 Taman Putra Indah,chinese;coffee_shop,,
Bab Alyemen,3.0412461,101.706417,,,,
Wadi Hadramawt,3.041079,101.7074742,,,,
Mi Na Rae,3.0697269,101.6950765,,korean,,
Soon Fatt,3.0683058,101.6904539,,chinese,,
Krathong,3.0692078,101.6925363,,thai,,
Dim Sum,3.0899508,101.6899112,,,,
Restaurant Tasty Wok,3.0613853,101.6761762,"Block 6, No. 5 Jalan Jalil Perkasa 14",chinese,11:00,23:00
Fat 1,3.042053,101.7035724,,,,
Restaurant East of Highway,3.0461574,101.7043932,1 Jalan SR 8/4,,,
Restoran Kari Kepala Ikan Cheong Hin,3.0304704,101.7083738,2 Jalan SP 2/2,,,
Imperial Art Cottage,3.0679494,101.6913045,,,,
Basil Pasta,3.0896945,101.685905,,,12:00,15:00
Bugolgi House,3.070459,101.6930205,,korean,,
Clan Dimsum Restaurant,3.0671063,101.6907289,140 Jalan Radin Anum 1,chinese,,
Restoran 83,3.0678632,101.6863487,33 Jalan 1/149j,chinese,17:00,03:00
Crazy Kopitiam,3.0713322,101.6921717,,asian;malaysian,,
Uncle Jang,3.0711252,101.6922322,,asian;korean,,
Zen n Co,3.0778326,101.6807996,,,,
TAC Yakitori,3.0841409,101.6615239,,japanese;ramen;sushi,,
Patimas,3.0458818,101.6934257,,,,
Little jungle coffee house,3.0880146,101.6813053,,,,
Restoran Pedas Sedap,3.0887796,101.6889805,,chinese,,
Pizza Hut,3.0338026,101.6651083,,pizza,,
T42,3.0600606,101.6674258,,chinese;malaysian;hakka;dessert,,
Restoran Ammar Udang Galah,3.0604013,101.7099258,,malay,,
Nasi Kak Wok Sg. Besi,3.0605121,101.7098103,,malay,,
Restoran Ayam Gepuk Pak Gembus,3.0607397,101.7095715,,indonesian,,
Restoran San Kee,3.0838522,101.6822712,,chinese,,
Restoran Fresh Fried Seafood,3.083491,101.682288,,chinese,,
126 Kopitiam,3.0845689,101.6819687,,chinese,,
Restoran Lim Sheng Claypot Chicken Rice,3.0841488,101.6807422,,chinese,,
Restoran Tai Kar Ho,3.0834016,101.6753406,,chinese,,
Kopitiam 95 Desa Petaling,3.0826755,101.7044727,,chinese,,
Restaurant Ba Hao Dim Sum 8號點心,3.0700748,101.6922122,21 Jalan Radin Bagus 7,chinese;pork;seafood;dim_sum;cantonese,07:30,15:30
Jojo Little Kitchen,3.0694827,101.6942036,,noodle,,
Restoran New Wing Hup,3.0696876,101.7011069,,chinese,,
Veggies World Cafe,3.067968,101.6906733,Jalan Radin Anum 2,chinese,,
PappaRich,3.0315995,101.7084368,Jalan SP 2/1,malaysian,,
珍宝海鲜大酒家,3.0312301,101.7086593,"23-1, 25-1, 27-1 Jalan SP 2/1",chinese,,
Oriental Kopi 华阳,3.0494853,101.6715938,,asian;chinese,10:00,22:00
Loving Cafe,3.0713313,101.6824871,23 Jalan 13/149L,,,
Nasi Kandar Ahlam Maju,3.0365736,101.7072925,,,,
JH Toast House Desa Petaling,3.0828564,101.7036885,16 Jalan 9/125D,steak_house;chinese;asian,,
Pak Hai Kopitiam,3.0683564,101.6921723,46 Jalan Radin Tengah,chinese,,
Restoran Leong Wei,3.0896098,101.6913405,,chinese,,
AJ Bistro Cafe,3.0628625,101.7091724,,,,
Restoran JJ Maju,3.0622199,101.7094759,,,,
Mao Jia Restaurant,3.0896566,101.6865601,,chinese,,
Restoran Bufet Hotpot Cina,3.0677601,101.6921243,,chinese,,
Food Republic,3.050452,101.6703328,,,,
Midam Korean Barbeque,3.0711099,101.6916061,,korean,11:00,22:00
YZ Food Corner,3.0856048,101.6900269,,,,
Bean Jr,3.0502733,101.6716652,"Lot P1.17.00 Level 1 (Orange Zone), Pavilion Bukit Jalil Mall No.2 Persiaran Jalil 8",dessert,11:00,22:00
Restoran Sing Pao Dim Sum,3.0897047,101.6740847,A-16 Jalan Klang Lama,chinese,17:00,02:30
1818 Kopitiam,3.0489617,101.6705338,,chinese,,
Mitsuyado Seimen @ Pavilion Bukit Jalil,3.0497248,101.6711787,Lot 1.68.00 Pavilion Bukit Jalil,,,
Restoran Zheng Hao Chi,3.035641,101.6992507,,,,
Golden Spice Bistro,3.079765,101.6668185,,,,
Cook4U-(我有饭局),3.0753187,101.6771864,,,,
Kejap Food,3.056752,101.704107,,,,
Restoran Sentosa Jaya,3.0806188,101.6618465,,,,
Restoran Chok Kar Chong,3.0843451,101.682239,,chinese,,
Lilly Nguyen Cafe @ Kuchai Lama,3.0894162,101.688712,29-G Jalan Kuchai Maju 11,vietnamese,10:00,01:00
1. Restaurant Facai,3.0674149,101.694268,,,,
Eleven Steak House,3.0822721,101.6723192,65 Jalan Mega Mendung,steak_house,,
Restaurant RBJ Curry House,3.055885,101.6689421,Jalan 14/115C,,,
BananaBro,3.0687317,101.6922363,51 Jalan Radin Tengah,indian,10:00,22:00
San Sann Vegetarian,3.0896844,101.6870539,17 Jalan Kuchai Maju 8,chinese,08:00,21:30
Wagyu Dojo,3.0830668,101.6735922,,japanese,,
Kitchenart,3.0828055,101.6733059,,,,
Hey Yi Dessert,3.0827327,101.6732262,,dessert,,
Mingmom Chinese Cuisine,3.0826219,101.6731048,,,,
The Taste Of Memory,3.0826608,101.6731474,,,,
MangoBox The Big Tree,3.0822959,101.6722944,,,,
Soy Kid Dessert,3.0825307,101.6720713,,dessert,,
Pandan's,3.0827436,101.6718845,,,,
Chef Lee's Noodle House,3.0829066,101.6717353,,,,
Utopia Veggie Cuisine,3.0827494,101.6715666,,,,
Alishah,3.0829098,101.6714143,,,,
Restoran 23,3.0834709,101.6728465,23 Jalan Mega Mendung,,,
SongJu,3.0836182,101.6702674,,,,
Restaurant Four Seas,3.0844717,101.681004,,,,
Restoran Loon Loon,3.0841875,101.6811097,,,,
Raub Curry & Cafe,3.0895667,101.6898797,,,,
Hong Meng Tian Chuang Sdn. Bhd.,3.0898711,101.6863916,,chinese,,
Sushi Mentai,3.089998,101.6866975,,sushi,,
Dessert Lab,3.0899047,101.6882864,,dessert,,
Restoran Tangkak Beef Noodles,3.0897228,101.6876564,,,,
Simply Thai,3.0798228,101.6863029,,thai,,
Ye Look,3.0698292,101.6925208,,seafood;chinese,06:30,22:00
SANSUN BBQ,3.0704033,101.6911338,"45 Jalan Radin Anum, Bandar Baru Sri Petaling",barbecue,,
Warung Anak Bapak,3.0748409,101.706847,26 Jalan 24/141,malaysian,07:00,13:00
ABC Foods Corner Desa Petaling,3.0831725,101.7038609,2 Jalan 1/125D,indian,,
SK.Vilass,3.0751243,101.6610387,,,,
同福小馆,3.0845549,101.7004244,"9-3,Hexa Walk Jalan 2/125",,,
老清朝中国烧烤（大城堡）,3.0700915,101.6936613,29G Jalan Radin Bagus 3,barbecue,,
Yong Hua Restaurant,3.0828981,101.6754048,,chinese,,
Restoran Sen Kee,3.1356283,101.7409249,,chinese,,
Tamarind Springs,3.1700881,101.7706706,Jalan 1 Taman T.A.R,regional,,
Intai-Intai Restaurant,3.1645192,101.7610968,,,,
Oriental Pearl,3.1662268,101.7695757,,,,
Yu Jia Village,3.1520678,101.7506274,,,,
Pelita,3.1587118,101.7504104,,,,
BMS Organics - Be Lohas Healthy Cuisine,3.1331741,101.7519681,,chinese,,
F/W Restaurant,3.1453701,101.7684996,,chinese,,
Great Ocean Restaurant,3.1451229,101.7683018,,chinese,,
Hai Yang Restaurant,3.145252,101.7679683,,chinese,,
Foong Foong Yong Tau Foo,3.1443674,101.763419,621-A Jalan Merdeka,chinese,,
Kah Heong,3.1447373,101.7630716,,chinese,,
Lian Chi,3.1465585,101.762849,,,,
Seong Teck Mui,3.1470863,101.7627387,,chinese,,
Sun Sun,3.1451446,101.7629184,,chinese,,
Loke Yuen,3.1484173,101.7623391,,chicken,,
Heng Huat,3.1482888,101.7624813,,chinese,,
Momma Chicken Rice,3.1477607,101.7611598,,chinese,,
Mei Keng Fatt Seafood,3.1653503,101.7505442,,chinese,,
SKH Riverview,3.1686569,101.7521081,,chinese,,
Sow Mui,3.1654057,101.7499677,,,,
Lim Kee Noodle House,3.1372378,101.7636238,,chinese,,
Nong & Jimmy Thai Seafood,3.1426692,101.7547778,,thai,,
Sek Ka,3.1430709,101.7653109,,chinese,,
Restoran Ampang Loong Foong,3.1392973,101.7644928,343 Jalan Merdeka,chinese,,
Bak Kut Teh,3.1419273,101.7648549,,chinese,,
126 Food Court,3.143572,101.7616336,,chinese,,
Ah Bob Food Court,3.1409742,101.7610515,,chinese,,
9898,3.131638,101.7530452,,chinese,,
Omega Pork Noodles,3.131022,101.7530371,,chinese,,
Fei Por,3.1303632,101.7530666,,chinese,,
Nasi Kandar JR,3.1515661,101.7595017,,,,
Pizza Hut,3.1505484,101.7510181,,pizza,,
Restoran Langgaq Bihun Sup Utara,3.1725313,101.7507155,,malaysian,15:00,23:30
Ampang Yong Tau Foo Hulu Klang,3.163543,101.7519908,,,,
Mamak Cafe,3.151768,101.7603079,,malaysian,,
Restoran Teochew & Hakka,3.1586264,101.7465506,363 Jalan Ampang,chinese,10:00,09:00
Kantin,3.1568794,101.7583404,,,,
Zen Korean BBQ,3.1505088,101.7505578,,,,
LaRiSaTa,3.1582098,101.7464259,,italian,11:00,15:00
818 Restaurant,3.1347758,101.7663069,,,,
688 Korea Restaurant,3.1505396,101.7476866,,,,
Uncle Jang Korean Restaurant,3.1508214,101.7469861,,,,
Keong Kee Bak Kut Teh,3.1316387,101.7539905,,,,
Tsim Tung,3.1304333,101.7554756,,,,
Restoran Thong Kee Cafe,3.1307258,101.7519783,,,,
Pizza Hut,3.1435421,101.7415377,,pizza,,
Restoran Korea Su Ok San BBQ,3.1552116,101.7525579,,korean;barbecue,,
The Origin Cafe,3.1578396,101.7477129,,,,
MySelera,3.1462827,101.7646689,,,,
Shafa Maju,3.1464149,101.7644494,,malaysian,,
Focus Corner,3.1301448,101.7483748,,,18:00,01:00
Raj's Banana Leaf,3.1587958,101.7496003,6 Jalan Mamanda 7,indian;mamak,,
Chalet suisse,3.1545185,101.7511457,,,,
Fatimah Ghous,3.1444038,101.7604782,,,,
Rich Kopitiam,3.1579765,101.7499072,13 Jalan Memanda 7/1,,,
BakeO’Cake,3.159052,101.7469994,,breakfast;coffee_shop;tea;italian;american;diner;cake,09:00,23:00
Arab town restaurant,3.1582097,101.7504469,21-27 Jalan Memanda 4,arab;tea;coffee_shop,11:00,00:45
Empire Sushi,3.1433726,101.7420777,,japanese,,
Restaurant Nice To Eat,3.1391197,101.7571621,,,,
Tin Ha Kopitiam,3.1329337,101.7654537,,,,
Restaurant Tin Ha Kopitiam,3.1329343,101.7654966,Jalan 1,fish;tea;seafood;malaysian;coffee_shop;asian;local;chinese;noodles;curry,07:00,21:00
Kim Kee Nasi Ayam Hailam,3.1604361,101.7536538,1 Jalan Kolam Air Lama,chinese;steak_house;chicken;asian,10:30,22:00
Restoran Tai San Yuan,3.1343151,101.7653019,Jalan 4,ice_cream;coffee_shop;malaysian;noodles;fish_and_chips;curry;fish;hotdog;tea;sausage;seafood;local;chinese,06:30,14:30
Hadramawt Kitchen,3.1596289,101.7449237,314 Jalan Ampang,arab,11:00,23:30
Restoran Thoiba,3.1391413,101.781924,,,,
Restoran Nasi Kandar Al-Shariff,3.146739,101.7662787,,,,
Restoran Jal Dae Ji,3.1553136,101.7524763,,korean;barbecue,,
Restoran Hellofish Sushi,3.1551763,101.7526076,,korean,,
Duksune Fresh Meat Store & Korean BBQ Restaurant,3.1550114,101.7527483,,,,
Kabul Darbar Restaurant,3.1548504,101.7529521,,afghan,07:00,02:00
Tehran Restoran BBQ,3.1557637,101.7517713,,persian,,
Restoran Korean Nak Won BBQ,3.1557312,101.7518434,,korean;barbecue,,
Nando's,3.1588931,101.7504562,,chicken;portuguese,,
Restoran Soon Keng Food Court,3.141112,101.7609836,,,,
Sakura Sushi,3.1314081,101.7543461,,sushi,,
Restoran Udon-ya San,3.1311568,101.7543502,,japanese;udon,,
Restoran MK Corner,3.1307667,101.7516893,,,,
Roti John Championz,3.1734278,101.7463164,,,,
Ayam Penyet Sambalado,3.1456472,101.7645374,,,,
Pizza Hut,3.157706,101.7508492,,pizza,,
Wali's Corner,3.1602267,101.7465569,44 Jalan Ampang Ulu,chinese;asian,09:00,18:00
Sushi King,3.1586309,101.749935,,japanese,,
Nasi Ayam Kuala Lumpur,3.1457104,101.7525306,,malaysian,,
榕商茶餐室,3.1432432,101.7651354,,chinese,,
Rot Thai,3.1796412,101.7428396,,thai,16:00,24:00
Miraj Restaurant,3.1590394,101.7470087,,arab;barbecue;breakfast;coffee_shop;grill;kebab;persian,10:00,10:00
Ayam Ijo Moyan,3.1793972,101.7432193,,,,
Restoran Hasilath Food Corner,3.1786099,101.7432142,,,,
BananaBro,3.1774597,101.7506381,"Lot G42, AEON AU2 Shopping Mall, Jalan Taman Setiawangsa, 37/56, AU2 Taman Keramat",asian;malaysian,10:00,21:00
Pizza Hut,3.1767856,101.7499451,"Lot G55, AEON AU2 Jalan Taman Setiawangsa",pizza,10:00,20:00
Nando's,3.1766448,101.7501524,"Lot G57, AEON AU2 Jalan Taman Setiawangsa",chicken;portuguese,10:00,22:00
Sushi King,3.1766894,101.7503837,"Lot G59, AEON AU2 Jalan Taman Setiawangsa",japanese,10:00,22:00
Pizza Hut,3.1351902,101.7410772,,pizza,,
Nasi Ayam Hailam,3.1589217,101.7517327,,,,
Nasi Kukus Pahlawan Merah,3.1781187,101.742258,,,,
Restoran Sajian Nenda,3.1780985,101.7424187,,,,
Mandy Alyemen,3.1784712,101.7414771,,yemeni;middle_eastern,,
Restoran Al-Bidayah,3.178655,101.7422349,,,,
Sakinah Bistro,3.1790044,101.743877,,,,
Ayam Gepuk Top Global Ampang Utama,3.1549234,101.7512935,C 9-G Jalan Ampang Utama 1/1,,13:00,22:00
DSara Fried Chicken,3.1490868,101.7674748,,,,
Pizza Roma,3.1626189,101.7411098,,italian,,
Nasi Lemak Saleha,3.1423278,101.7419405,,,,
Lubiantan ABC,3.1447618,101.763558,,malaysian,,
Hameediyah Bistro,3.1597445,101.7543533,Jalan Mamanda 10,indian,,
La Juicera,3.1617633,101.7558715,,,10:00,22:00
Pizza Duo,3.1611158,101.7556352,,pizza,,
Nasa Food Corner,3.1349973,101.7411538,,,,
Haji Kalid Bistro,3.1342822,101.7403134,,,,
New Era Restaurant,3.1343325,101.740443,,,,
Mclean Vegetarian,3.1344447,101.740687,,,,
Restoran Perasaan Sedap,3.1340962,101.7403938,,,,
Restoran Pertama,3.1343354,101.7409501,,,,
Restoran Pandan Jaya World,3.1349605,101.7418685,,,,
Village Sang Nyuk Noodle,3.1344846,101.741819,,,,
Lan Zhou Mee Tarik,3.1779083,101.743185,,,,
Aroi Street Food,3.1509882,101.7485374,46 Jalan Sulaiman 1,,,
Cafe Sarawak,3.150986,101.7487154,43A Jalan Sulaiman 1,,,
Restoran Al Madina 2,3.1509902,101.7483698,56 Jalan Sulaiman 1,,,
TS Restaurant,3.1509853,101.7487745,42 Jalan Sulaiman 1,,,
Restoran Long Thai Food,3.1511848,101.7481465,10 Jalan Excella,,,
Dido's Restaurant,3.150641,101.7474447,13,,,
Restoran Jannat Sabat,3.151101,101.748147,9 Jalan Excella,,,
Jiak88 Pandan Jaya,3.133594,101.7403659,,,,
Restoran Al-Sarifa,3.1333737,101.7400227,,,,
Warung Kita,3.1446592,101.7692906,,,,
Ju Xiang Fu Hunan Restaurant,3.1457647,101.7702494,,chinese,,
Warung Pak Leh,3.1473351,101.7654578,,,,
Nasi Kukus Pahlawn Merah,3.1580945,101.7495811,,,,
MZ Nasi Ayam King,3.1462421,101.7693224,,,,
Medan Selera Day Day Restaurant,3.1336546,101.7537164,,,,
Ayam Gepuk Pak Gembus,3.1332427,101.752296,,,,
Nasi Kandar Safa Bistro,3.1329787,101.7513664,,,,
Soru Station,3.1469298,101.76416,"1 Jalan Wawasan 4/4, Bandar Baru Ampang, 68000 Ampang, Selangor",,,
Ayam Gepuk Artisan,3.1420139,101.7418323,,,,
PKS Maju,3.13418,101.7577397,,,,
Al-Naz Maju,2.9152403,101.6508942,,,,
Restaurant Erra,2.9188493,101.6315777,,,,
Restoran Medina,2.9261563,101.6784948,,thai;malay,,
Shahnaz Maju,2.9258292,101.6789241,,mamak,,
Traskun Pakistani Restaurant,2.9249185,101.6510787,,pakistani,,
Salam Noodles,2.926043,101.6514399,Suit 4810-0-42 Persiaran Flora,asian;chinese;oriental,,
Sultan Cuisine Restaurant,2.9263693,101.6510533,,,,
Saba Restaurant,2.9229127,101.6513286,"Suite 0-2, Block A1 Jalan Perdana",middle_eastern,,
Padi House Cafeteria and Deli Cafe,2.9206692,101.6381612,,,,
Royale Nasi Kandar,2.9255414,101.6792852,,,,
Deen Maju,2.9011142,101.631109,,,,
Mee Rebus Johor,2.9407547,101.6754897,,noodle,07:30,21:30
Nam Heong Ipoh,2.928627,101.653911,,chinese,,
Mr. Kabab & Biryani,2.9153546,101.6498204,,pakistani;arab,,
Nasi Kandar Pelita,2.9245607,101.6560139,,,,
Chennai Spice,2.9260832,101.655643,,,,
Restaurant All in All,2.9263007,101.6561552,,,,
Safaa Restaurant,2.922944,101.6516362,,arab;pakistani,,
Corner 23,2.921322,101.657011,,,,
Power Stall,2.9213732,101.6569905,,,,
Sifu Salai,2.9258199,101.6514342,,regional,,
Mr Mee Authentic Xinjiang Cuisine Chinese Muslim Restaurant,2.9262326,101.6514275,,chinese,,
Ayam Getok Mantul,2.9263155,101.6514201,,,,
Restoran Fu Jee Ulu Yam Loh Mee - Cyberjaya 富记正宗福建乌鲁音卤面,2.924438,101.65673,D-G-6 Jalan GC 7,,,
Zam Ikan Bakar,2.9253933,101.6510565,,seafood,,
Nasi Kukus Papa,2.9252221,101.6510515,,,,
Makang,2.9248394,101.6510817,,malaysian,,
Murni Discovery,2.9211991,101.6367794,,,,
Famous Bistro Cafe 2,2.915702,101.6494371,M-G-95 & 96 Lingkaran Cyber Point Barat,,,
Cube Bistro,2.9229169,101.6512434,Unit 4800-0-1 Off Persiaran Multimedia,mamak,,
Aldar Lounge,2.9234323,101.6372623,,,,
Barakat Hotpot,2.9257796,101.6510244,,,,
Face To Face Noodle House,2.9241737,101.6562599,"No 1, Blok E Jalan GC 4",chinese,,
SenjaBrew MY,2.9258242,101.6504221,"E-G-6, CBD Perdana 3 Jalan Perdana",coffee_shop;tea;dessert,21:00,23:00
Ali Habi Nasi Arab,2.9014704,101.6292136,19;20,,,
Ceria Cafe,2.9164709,101.6314852,,,,
Amir Damascus,2.9333779,101.6382259,,arab;kebab;malaysian,,
